Beer Name (Full),Name,Brewery,Style_Main,Style_Sub,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Maritime Pacific Brewing Company Maritime Pacific Jolly Roger Christmas Ale,Jolly Roger Christmas Ale,Maritime Pacific Brewing Company,Strong Ale,English,9.0,40,60,9,47,31,57,72,21,1,22,69,21,97,3.684524,3.821429,3.839286,3.827381,3.77381,84
Thornbridge Brewery Bracia,Bracia,Thornbridge Brewery,Strong Ale,English,10.0,40,60,6,82,29,68,91,25,0,36,35,19,159,4.1875,4.1875,4.4375,4.4375,4.0625,8
J.W. Lees & Co (Brewers) Ltd Moonraker Ale,Moonraker AleJ.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd,Strong Ale,English,7.5,40,60,14,55,41,20,97,37,0,69,15,25,77,3.655172,3.625,3.625,3.642241,3.534483,116
Ridgeway Brewing Reindeer's Revolt,Reindeer's Revolt,Ridgeway Brewing,Strong Ale,English,6.0,40,60,15,44,22,49,70,40,2,56,76,16,105,3.416667,3.712121,3.462121,3.416667,3.515152,66
Cooperstown Brewing Company Pride Of Milford Special Ale,Pride Of Milford Special Ale,Cooperstown Brewing Company,Strong Ale,English,7.7,40,60,10,47,39,31,102,35,0,43,35,7,102,3.791667,3.75,3.694444,3.791667,3.740741,108
"Middle Ages Brewing Co., Ltd. Wizard's Winter Ale",Wizard's Winter Ale,"Middle Ages Brewing Co., Ltd.",Strong Ale,English,6.3,40,60,15,53,32,46,59,32,0,35,54,25,77,3.515306,3.744898,3.530612,3.55102,3.581633,98
Hook Norton Brewery Co. Ltd. Twelve Days,Twelve Days,Hook Norton Brewery Co. Ltd.,Strong Ale,English,5.5,40,60,18,68,22,38,83,24,0,41,35,13,102,3.814286,3.95,3.814286,3.885714,3.914286,70
The Porterhouse Brewing Company Brainblasta,An Brain Blásta,The Porterhouse Brewing Company,Strong Ale,English,7.0,40,60,11,48,28,40,89,32,0,39,74,4,101,3.416667,3.666667,3.638889,3.5,3.361111,18
Element Brewing Company Extra Special Oak (ESO),Extra Special Oak (ESO),Element Brewing Company,Strong Ale,English,7.75,40,60,18,51,25,29,67,25,2,30,39,45,88,3.764706,4.0,3.735294,3.911765,3.852941,17
W.H. Brakspear & Sons plc Triple,Triple,W.H. Brakspear & Sons plc,Strong Ale,English,7.2,40,60,17,63,48,51,119,54,0,66,55,16,106,3.931034,3.931034,3.758621,3.810345,3.801724,58
Daleside Brewery Monkey Wrench Strong Ale,Monkey Wrench Strong Ale,Daleside Brewery,Strong Ale,English,5.3,40,60,15,69,25,40,79,25,1,35,40,7,114,3.678571,3.794643,3.723214,3.875,3.946429,56
Daleside Brewery Morocco Ale,Morocco Ale,Daleside Brewery,Strong Ale,English,5.5,40,60,11,68,22,39,67,20,2,31,46,37,111,3.741071,3.714286,3.544643,3.714286,3.607143,56
Otro Mundo Brewing Company Otro Mundo Strong Red Ale,Otro Mundo Strong Red Ale,Otro Mundo Brewing Company,Strong Ale,English,7.5,40,60,8,34,35,22,93,37,0,45,27,2,88,3.467742,3.451613,3.33871,3.370968,3.354839,31
Granite Brewery & Restaurant Peculiar,Peculiar,Granite Brewery & Restaurant,Strong Ale,English,5.6,40,60,11,60,17,40,81,30,1,34,45,19,97,3.666667,3.880952,3.857143,3.952381,3.833333,21
Tullibardine Distillery 1488 Whisky Beer,1488 Whisky Beer,Tullibardine Distillery,Strong Ale,English,7.0,40,60,10,54,74,13,74,23,0,31,16,28,81,3.472222,3.194444,3.222222,3.333333,3.083333,18
Otter Brewery Ltd Otter Head,Otter Head,Otter Brewery Ltd,Strong Ale,English,5.8,40,60,16,56,30,63,116,42,0,60,86,14,113,3.809524,3.654762,3.857143,3.857143,3.97619,42
Lord Nelson Brewery Hotel Old Admiral,Old Admiral,Lord Nelson Brewery Hotel,Strong Ale,English,6.7,40,60,8,46,24,38,67,24,0,16,31,5,97,3.26087,3.652174,3.456522,3.391304,3.282609,23
St. Peter's Brewery Co Ltd St. Peter's The Saints Whisky Beer,The Saints Whisky Beer,St. Peter's Brewery Co Ltd,Strong Ale,English,4.8,40,60,12,41,59,26,25,13,5,11,24,65,51,3.5,3.375,3.0,3.625,3.375,4
York Brewery Company Limited Centurion's Ghost Ale,Centurion's Ghost Ale,York Brewery Company Limited,Strong Ale,English,5.4,40,60,12,88,18,72,70,30,1,34,77,23,107,3.95,3.75,3.625,3.775,3.775,20
Daleside Brewery Ripon Jewel Ale,Ripon Jewel Ale,Daleside Brewery,Strong Ale,English,5.8,40,60,17,62,13,60,63,41,0,29,77,14,85,3.439394,3.757576,3.681818,3.742424,3.848485,33
Unibroue La Fin Du Monde,La Fin Du Monde,Unibroue,Tripel,None,9.0,20,40,14,41,18,12,40,44,2,62,31,53,36,4.231977,4.193919,4.264398,4.396093,4.298027,2483
Victory Brewing Company Golden Monkey,Golden Monkey,Victory Brewing Company,Tripel,None,9.5,20,40,3,30,26,8,26,10,0,39,14,45,30,3.735526,3.677961,3.718421,3.734868,3.669079,1520
Brouwerij Westmalle Westmalle Trappist Tripel,Westmalle Trappist Tripel,Brouwerij Westmalle,Tripel,None,9.5,20,40,13,53,30,26,53,25,0,56,36,37,37,4.196031,4.306755,4.25,4.308844,4.206128,1436
Bières de Chimay S.A. Chimay Tripel (White),Tripel (White),Bières de Chimay S.A.,Tripel,None,8.0,20,40,15,40,25,38,62,43,1,57,59,25,33,4.019364,4.165284,4.058783,4.104426,4.052559,1446
Brouwerij Bosteels Tripel Karmeliet,Tripel Karmeliet,Brouwerij Bosteels,Tripel,None,8.4,20,40,18,42,18,17,52,36,1,66,26,23,46,4.14689,4.216746,4.148804,4.27799,4.2311,1045
Brouwerij St. Bernardus NV St. Bernardus Tripel,Tripel,Brouwerij St. Bernardus NV,Tripel,None,8.0,20,40,30,44,30,18,80,72,8,94,24,55,59,4.132948,4.163295,4.223988,4.301541,4.230732,1038
New Belgium Brewing Trippel Grand Cru,Trippel,New Belgium Brewing,Tripel,None,8.5,20,40,15,30,24,17,42,34,0,47,27,31,26,4.5,3.0,3.0,4.0,4.0,1
Unibroue Don de Dieu,Don De Dieu,Unibroue,Tripel,None,9.0,20,40,23,33,20,12,85,66,2,78,22,36,52,4.053832,3.946624,4.057482,4.162865,4.102646,1096
Allagash Brewing Company Allagash Tripel Ale,Tripel Ale,Allagash Brewing Company,Tripel,None,9.0,20,40,20,45,29,23,73,57,1,78,46,58,47,4.090793,4.159847,4.119565,4.196292,4.128517,782
Weyerbacher Brewing Co. Merry Monks' Ale,Merry Monks,Weyerbacher Brewing Co.,Tripel,None,9.3,20,40,19,29,44,12,64,50,0,85,15,47,41,3.771957,3.693374,3.755008,3.784284,3.74037,649
Brouwerij Duvel Moortgat NV Maredsous 10 - Triple,Maredsous 10 - Triple,Brouwerij Duvel Moortgat NV,Tripel,None,10.0,20,40,13,34,33,5,69,56,0,71,11,23,24,3.871753,4.116883,3.879058,3.867695,3.830357,616
The Bruery Trade Winds Tripel,Trade Winds,The Bruery,Tripel,None,8.1,20,40,25,46,28,15,71,52,0,73,56,65,37,3.918367,4.073469,3.836735,3.936735,3.87551,245
Bierbrouwerij De Koningshoeven B.V. La Trappe Tripel (Koningshoeven / Dominus),La Trappe Tripel (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V.,Tripel,None,8.0,20,40,19,37,26,28,73,46,2,50,51,32,57,3.815789,3.87594,3.823308,3.882206,3.843358,399
Boston Beer Company (Samuel Adams) Samuel Adams New World Tripel (Barrel Room Collection),Samuel Adams New World Tripel (Barrel Room Collection)Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Tripel,None,10.0,20,40,4,38,25,18,66,36,0,59,23,32,22,3.95122,4.097561,3.918699,3.963415,3.95122,123
Brouwerij Corsendonk Corsendonk Agnus / Abbey Pale Ale,Agnus Dei (Abbey Pale Ale),Brouwerij Corsendonk,Tripel,None,7.5,20,40,28,30,20,25,72,45,1,51,38,41,51,3.844866,3.962054,3.914062,3.924107,4.001116,448
Brouwerij Het Anker Gouden Carolus Tripel,Gouden Carolus Tripel,Brouwerij Het Anker,Tripel,None,9.0,20,40,16,36,22,20,68,45,0,75,42,32,26,4.113333,4.153333,4.064,4.16,4.092,375
Brouwerij De Dolle Brouwers De Dolle Dulle Teve (Mad Bitch),Dulle Teve (Mad Bitch),Brouwerij De Dolle Brouwers,Tripel,None,10.0,20,40,21,42,38,36,125,104,2,121,59,40,50,4.122762,4.181586,4.060102,4.181586,4.005115,391
Dark Horse Brewing Company Dark Horse Sapient Trip Ale,Sapient Trip Ale,Dark Horse Brewing Company,Tripel,None,9.5,20,40,13,35,19,20,36,44,4,69,22,27,27,3.765957,3.68617,3.693262,3.695035,3.641844,282
Real Ale Brewing Company Devil's Backbone,Devil's Backbone,Real Ale Brewing Company,Tripel,None,8.1,20,40,15,30,14,8,30,19,0,22,15,35,35,3.806122,3.882653,3.918367,3.790816,3.836735,98
Brouwerij der St. Benedictusabdij de Achelse Trappist Achel 8° Blond,Trappist Achel 8° Blond,Brouwerij der St. Benedictusabdij de Achelse,Tripel,None,8.0,20,40,21,28,21,26,75,51,0,80,46,44,39,3.945869,4.119658,4.019943,4.066952,4.019943,351
Brouwerij De Smedt / Brouwerij Affligem Affligem Tripel,Affligem Tripel,Brouwerij De Smedt / Brouwerij Affligem,Tripel,None,9.5,20,40,17,32,18,24,105,58,0,84,42,28,49,3.904221,4.016234,3.938312,3.949675,3.941558,308
Anderson Valley Brewing Company Brother David's Triple Abbey Style Ale,Brother David's Triple Abbey Style Ale,Anderson Valley Brewing Company,Tripel,None,10.0,20,40,15,38,30,22,96,55,0,84,39,37,53,3.509434,3.407233,3.43239,3.418239,3.34434,318
Brouwerij Van Steenberge N.V. Bornem Triple,Bornem Triple,Brouwerij Van Steenberge N.V.,Tripel,None,9.0,20,40,24,29,18,19,58,52,0,68,24,23,27,3.609499,3.875989,3.639842,3.568602,3.602902,379
River Horse Brewing Co. Bourbon Tripel Horse,Tripel Horse,River Horse Brewing Co.,Tripel,None,10.0,20,40,5,35,26,9,67,30,0,54,12,45,34,4.0,3.5,3.75,3.75,3.75,2
Captain Lawrence Brewing Co. Golden Delicious,Golden Delicious,Captain Lawrence Brewing Co.,Tripel,None,11.0,20,40,30,45,120,43,154,129,0,148,60,34,91,4.006944,3.847222,3.861111,3.9375,3.78125,144
Brasserie St. Feuillien St. Feuillien Triple,St. Feuillien Triple,Brasserie St. Feuillien,Tripel,None,8.5,20,40,19,30,33,29,62,65,0,61,54,35,44,3.969163,4.055066,3.92511,4.04185,3.971366,227
Dragonmead Microbrewery Dragonmead Final Absolution Trippel,Final Absolution Trippel,Dragonmead Microbrewery,Tripel,None,10.0,20,40,7,32,16,23,71,35,0,51,26,24,33,3.921053,3.821637,3.918129,4.0,3.880117,171
Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Straffe Hendrik Brugse Tripel Bier 9°,Straffe Hendrik Bruges Tripel Bier 9°,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,Tripel,None,9.0,20,40,23,40,34,20,56,38,0,46,34,22,48,3.875,3.881579,3.934211,3.967105,3.967105,76
Brouwerij St. Bernardus NV Watou Tripel,Watou Tripel,Brouwerij St. Bernardus NV,Tripel,None,7.5,20,40,16,35,16,15,63,55,1,78,26,54,39,4.0,4.072052,3.99345,4.054585,4.010917,229
Green Flash Brewing Co. Green Flash Trippel,Trippel,Green Flash Brewing Co.,Tripel,None,9.7,20,40,22,68,41,37,140,100,2,140,68,56,61,3.708738,3.81068,3.677184,3.660194,3.645631,206
Russian River Brewing Company Damnation Batch 23 (Oak Aged),Damnation Batch 23 (Oak Aged),Russian River Brewing Company,Tripel,None,11.0,20,40,11,30,45,16,64,60,0,66,22,35,29,4.141753,4.219072,4.206186,4.242268,4.213918,194
Brasserie de l'Abbaye du Val-Dieu Val-Dieu Triple,Triple,Brasserie de l'Abbaye du Val-Dieu,Tripel,None,9.0,20,40,10,36,22,11,89,52,0,77,17,32,40,3.952489,4.135747,4.058824,4.122172,4.124434,221
Brouwerij Van Steenberge N.V. Augustijn Ale,Augustijn Ale,Brouwerij Van Steenberge N.V.,Tripel,None,8.0,20,40,20,43,39,19,72,87,0,98,28,47,39,3.891198,4.023227,3.788509,3.894866,3.855746,409
Brouwerij Van Honsebrouck N.V. Kasteel Triple,Kasteel Tripel,Brouwerij Van Honsebrouck N.V.,Tripel,None,11.0,20,40,18,41,41,19,93,57,0,53,40,23,54,3.8125,3.763393,3.84375,3.866071,3.736607,112
Unibroue Eau Benite,Eau Benite,Unibroue,Tripel,None,7.7,20,40,24,51,40,17,69,83,0,107,35,38,33,3.906667,3.94,3.956667,3.98,4.01,150
Sprecher Brewing Company Abbey Triple,Abbey Triple,Sprecher Brewing Company,Tripel,None,8.4,20,40,8,22,16,6,79,42,0,57,11,23,39,3.480226,3.468927,3.480226,3.516949,3.463277,177
Brouwerij Van Steenberge N.V. Tripel Van De Garre,Tripel Van De Garre,Brouwerij Van Steenberge N.V.,Tripel,None,11.0,20,40,13,54,22,19,91,45,4,80,56,50,55,4.214286,4.392857,4.267857,4.339286,4.339286,28
Peak Organic Brewing Company Winter Session Ale,Winter Session Ale,Peak Organic Brewing Company,Wheat Beer,American Dark,5.0,10,35,26,46,5,100,55,40,0,54,113,3,112,3.738636,3.772727,3.545455,3.556818,3.579545,44
Berkshire Brewing Company Inc. River Ale,River Guide,Berkshire Brewing Company Inc.,Wheat Beer,American Dark,7.0,10,35,21,67,21,40,95,27,0,35,46,24,165,3.80198,3.90099,3.910891,3.925743,3.90099,101
No Label Brewing Company Black Wit-O,Black Wit-O,No Label Brewing Company,Wheat Beer,American Dark,7.0,10,35,8,59,10,29,34,12,0,12,14,21,81,3.333333,3.833333,3.166667,3.5,3.333333,3
Thunderhead Brewing Company Cornstalker Dark Wheat,Cornstalker Dark Wheat,Thunderhead Brewing Company,Wheat Beer,American Dark,5.2,10,35,18,60,6,32,33,6,0,8,7,7,118,3.625,3.916667,3.708333,3.833333,3.916667,12
Piney River Brewing Company Black Walnut Wheat,Black Walnut Wheat,Piney River Brewing Company,Wheat Beer,American Dark,4.5,10,35,15,35,5,25,26,2,0,2,30,0,149,4.0,4.0,4.0,4.5,4.0,1
Greenbush Brewing Company Red Bud,Red Bud,Greenbush Brewing Company,Wheat Beer,American Dark,6.1,10,35,8,14,7,17,21,5,0,6,24,14,57,3.5,3.75,4.0,4.0,4.0,2
Wild Rose Brewery & Taproom WRed Wheat,WRed Wheat,Wild Rose Brewery & Taproom,Wheat Beer,American Dark,5.0,10,35,19,52,5,38,65,21,1,11,58,8,155,3.210526,3.421053,3.289474,3.421053,3.526316,19
Barley Brown's Brewpub Shredder's Wheat,Shredder's Wheat,Barley Brown's Brewpub,Wheat Beer,American Dark,5.8,10,35,2,13,0,5,5,2,0,3,5,3,20,4.0,4.0,4.0,4.5,4.5,1
Weston Brewing Company & O'Malley's Pub Ruddy Wheat,Ruddy Wheat,Weston Brewing Company & O'Malley's Pub,Wheat Beer,American Dark,0.0,10,35,7,6,3,3,10,4,1,3,7,1,18,2.875,3.0,3.25,2.75,3.125,4
Brasserie Britt de Bretagne Gwiniz Du,Gwiniz Du,Brasserie Britt de Bretagne,Wheat Beer,American Dark,5.4,10,35,4,29,8,17,40,41,3,36,15,11,53,3.833333,3.958333,3.541667,3.75,3.791667,12
Schmohz Brewing Company Oktoberfest,Oktoberfest,Schmohz Brewing Company,Wheat Beer,American Dark,5.2,10,35,4,13,0,5,12,14,0,2,3,0,32,3.3,3.2,3.1,3.3,3.3,5
Franconia Brewing Company Winter Wheat,Winter Wheat,Franconia Brewing Company,Wheat Beer,American Dark,0.0,10,35,1,13,4,6,22,10,0,9,6,10,33,3.5,3.642857,3.357143,3.142857,3.142857,7
Freetail Brewing Company Outlaw McCaw,Outlaw McCaw,Freetail Brewing Company,Wheat Beer,American Dark,6.6,10,35,5,11,4,3,22,6,1,5,4,3,34,3.375,4.0,3.5,3.875,3.875,4
Jamieson Brewery Jamieson Mountain Ale,Jamieson Mountain Ale,Jamieson Brewery,Wheat Beer,American Dark,5.0,10,35,17,34,3,14,40,20,1,12,7,9,62,3.411765,3.617647,3.294118,3.294118,3.382353,17
"Middle Ages Brewing Co., Ltd. Winter Wheat",Winter Wheat,"Middle Ages Brewing Co., Ltd.",Wheat Beer,American Dark,6.5,10,35,3,8,2,0,9,8,0,3,0,6,13,3.8,4.0,3.7,3.5,3.8,5
Iron Hill Brewery & Restaurant Yin-Yang Witbier,Yin-Yang Witbier,Iron Hill Brewery & Restaurant,Wheat Beer,American Dark,4.5,10,35,0,3,0,1,2,3,0,3,1,1,7,3.75,3.75,3.75,4.0,3.5,2
Flat Branch Pub & Brewery Red Wheat,Red Wheat,Flat Branch Pub & Brewery,Wheat Beer,American Dark,5.2,10,35,1,4,0,4,4,0,0,0,5,0,24,3.166667,3.666667,3.5,3.166667,3.833333,3
The Merchant Ale House Restaurant & Brewpub Dark Wheat,Dark Wheat,The Merchant Ale House Restaurant & Brewpub,Wheat Beer,American Dark,5.2,10,35,0,0,0,6,0,5,0,5,6,0,7,3.0,3.25,2.5,2.75,2.75,2
Three Floyds Brewing Co. & Brewpub Gumballhead,Gumballhead,Three Floyds Brewing Co. & Brewpub,Wheat Beer,American Pale,5.6,10,35,10,29,9,41,26,44,0,54,58,8,57,4.237439,3.941248,4.077796,4.247974,4.396272,1234
Boston Beer Company (Samuel Adams) Samuel Adams Summer Ale,Samuel Adams Summer AleBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Wheat Beer,American Pale,5.3,10,35,23,22,5,19,27,61,1,70,23,15,50,3.328279,3.519776,3.416941,3.355966,3.556361,1517
Goose Island Beer Co. 312 Urban Wheat,312 Urban Wheat,Goose Island Beer Co.,Wheat Beer,American Pale,4.2,10,35,27,45,10,25,22,51,3,57,31,6,84,3.297674,3.490698,3.505426,3.449612,3.74031,645
Boulevard Brewing Co. Unfiltered Wheat,Unfiltered Wheat,Boulevard Brewing Co.,Wheat Beer,American Pale,4.4,10,35,15,16,6,12,16,48,0,52,23,7,70,3.171429,3.430769,3.396703,3.349451,3.684615,455
Magic Hat Brewing Company Circus Boy,Circus Boy The Hefeweizen!,Magic Hat Brewing Company,Wheat Beer,American Pale,4.5,10,35,16,24,8,28,22,73,3,77,46,34,72,3.325988,3.528116,3.465805,3.462006,3.607143,658
Harpoon Brewery UFO Hefeweizen,UFO Hefeweizen,Harpoon Brewery,Wheat Beer,American Pale,4.8,10,35,9,36,4,16,25,54,0,71,25,27,80,3.27371,3.578203,3.416805,3.352745,3.648087,601
Southern Tier Brewing Company Hop Sun (Summer Wheat Beer),Hop Sun (Summer Wheat Beer),Southern Tier Brewing Company,Wheat Beer,American Pale,5.1,10,35,29,25,6,58,20,56,1,56,72,3,76,3.857294,3.691332,3.806554,3.881607,4.131078,473
Jacob Leinenkugel Brewing Company Leinenkugel's Berry Weiss,Berry Weiss,Jacob Leinenkugel Brewing Company,Wheat Beer,American Pale,4.7,10,35,16,18,7,17,131,40,3,78,32,7,40,3.19571,3.227882,2.975871,2.919571,2.975871,373
Anchor Brewing Company Anchor Summer Beer,Anchor Summer Beer,Anchor Brewing Company,Wheat Beer,American Pale,4.6,10,35,32,37,8,38,18,38,5,42,56,13,96,3.193333,3.692381,3.42381,3.267619,3.604762,525
Coors Brewing Company Blue Moon Summer Honey Wheat,Blue Moon Summer Honey WheatCoors Brewing Company (Molson-Coors),Coors Brewing Company,Wheat Beer,American Pale,5.2,10,35,13,19,6,11,70,18,3,18,11,3,87,2.75,2.967391,3.097826,2.880435,2.869565,46
Boston Beer Company (Samuel Adams) Samuel Adams Coastal Wheat,Samuel Adams Coastal WheatBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Wheat Beer,American Pale,5.3,10,35,16,32,2,14,34,76,0,74,19,7,74,3.137895,3.464211,3.326316,3.135789,3.376842,475
Kona Brewing Co. Wailua Wheat,Wailua Wheat,Kona Brewing Co.,Wheat Beer,American Pale,5.4,10,35,11,27,4,16,79,63,4,84,29,4,61,3.329268,3.251524,3.318598,3.355183,3.474085,328
Big Sky Brewing Company Montana Trout Slayer Ale,Montana Trout Slayer Wheat Ale,Big Sky Brewing Company,Wheat Beer,American Pale,5.0,10,35,19,37,6,35,29,33,2,32,53,1,71,3.467347,3.620408,3.595918,3.508163,3.761224,245
Boulder Beer / Wilderness Pub Sweaty Betty Blonde,Sweaty Betty Blonde,Boulder Beer / Wilderness Pub,Wheat Beer,American Pale,5.2,10,35,17,36,7,13,27,43,2,74,31,31,61,3.448399,3.428826,3.462633,3.487544,3.647687,281
Breckenridge Brewery SummerBright Ale,SummerBright Ale,Breckenridge Brewery,Wheat Beer,American Pale,4.5,10,35,24,36,3,40,16,52,3,57,43,3,62,2.966049,3.07716,3.135802,3.058642,3.342593,162
North Coast Brewing Co. Blue Star Great American Wheat Beer,Blue Star Great American Wheat Beer,North Coast Brewing Co.,Wheat Beer,American Pale,4.5,10,35,31,42,7,39,40,73,0,83,53,18,102,3.431408,3.554152,3.552347,3.516245,3.772563,277
Shipyard Brewing Co. Summer Ale,Summer Ale,Shipyard Brewing Co.,Wheat Beer,American Pale,4.8,10,35,14,32,5,25,30,43,6,40,49,10,87,2.961326,3.273481,3.165746,3.008287,3.207182,181
Odell Brewing Company Chili Easy Street Wheat,Easy Street Wheat,Odell Brewing Company,Wheat Beer,American Pale,4.6,10,35,15,28,4,17,24,50,3,61,15,16,98,3.0,4.5,4.5,3.0,3.5,1
Arcadia Brewing Company Arcadia Whitsun Ale,Whitsun Ale,Arcadia Brewing Company,Wheat Beer,American Pale,6.0,10,35,14,26,7,27,33,59,0,59,36,14,65,3.46,3.5275,3.475,3.4475,3.5225,200
Maui Brewing Co. Mana Wheat,Pineapple Mana Wheat,Maui Brewing Co.,Wheat Beer,American Pale,5.5,10,35,15,35,8,14,115,48,5,118,37,16,66,3.457746,3.507042,3.528169,3.450704,3.577465,71
Atwater Block Brewery Dirty Blonde Ale,Dirty Blonde Ale,Atwater Block Brewery,Wheat Beer,American Pale,4.5,10,35,15,20,1,18,15,39,1,44,27,12,28,2.962121,3.098485,3.015152,2.810606,2.939394,66
Firestone Walker Brewing Co. Solace,Solace,Firestone Walker Brewing Co.,Wheat Beer,American Pale,4.8,10,35,33,36,9,25,33,69,1,93,30,21,83,3.509524,3.533333,3.585714,3.580952,3.728571,105
Tommyknocker Brewery Jack Whacker Wheat Ale,Jack Whacker Wheat Ale,Tommyknocker Brewery,Wheat Beer,American Pale,4.7,10,35,12,32,9,13,30,91,0,88,25,7,64,3.302326,3.402326,3.355814,3.381395,3.527907,215
Coors Brewing Company Blue Moon Spring Blonde Wheat Ale,Blue Moon Spring Blonde Wheat AleCoors Brewing Company (Molson-Coors),Coors Brewing Company,Wheat Beer,American Pale,5.4,10,35,16,42,7,24,32,60,0,70,24,6,89,2.680328,2.811475,2.795082,2.639344,2.803279,61
Ithaca Beer Company White Gold,White Gold,Ithaca Beer Company,Wheat Beer,American Pale,8.0,10,35,37,46,23,31,36,98,1,78,60,29,73,3.935185,4.080247,3.987654,3.987654,4.033951,162
Matt Brewing Company Saranac Pomegranate Wheat,Saranac Pomegranate Wheat,Matt Brewing Company,Wheat Beer,American Pale,4.7,10,35,22,30,7,11,74,49,0,87,11,5,85,3.225564,3.515038,3.398496,3.432331,3.620301,266
Peak Organic Brewing Company Peak Organic Summer Session Ale,Summer Session Ale,Peak Organic Brewing Company,Wheat Beer,American Pale,4.4,10,35,18,34,8,60,13,59,1,62,77,7,67,3.782051,3.782051,3.858974,3.846154,3.974359,39
Matt Brewing Company Saranac Summer Ale,Saranac Summer Ale,Matt Brewing Company,Wheat Beer,American Pale,4.7,10,35,19,31,4,32,29,70,0,72,49,13,64,3.084656,3.219577,3.240741,3.087302,3.320106,189
Captain Lawrence Brewing Co. Sun Block Witte,Sun Block,Captain Lawrence Brewing Co.,Wheat Beer,American Pale,4.5,10,35,28,52,11,73,33,82,1,98,103,16,72,3.729167,3.854167,3.958333,3.875,4.208333,24
DuClaw Brewing Company Funk,Funk Blueberry Citrus Wheat,DuClaw Brewing Company,Wheat Beer,American Pale,5.0,10,35,18,32,10,21,118,78,3,130,41,3,77,3.357143,3.428571,3.714286,3.714286,3.928571,7
Alpine Beer Company Willy Vanilly,Willy Vanilly,Alpine Beer Company,Wheat Beer,American Pale,5.5,10,35,17,35,11,16,16,28,1,28,21,75,69,3.583333,3.458333,3.458333,4.0,4.0,12
Parish Brewing Company Canebrake,Canebrake,Parish Brewing Company,Wheat Beer,American Pale,5.5,10,35,21,29,9,19,94,25,1,28,25,8,95,3.5,3.875,3.25,3.25,4.0,4
Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Hefeweissbier Dunkel,Hefeweissbier Dunkel,Bayerische Staatsbrauerei Weihenstephan,Wheat Beer,Dunkelweizen,5.3,10,15,21,67,7,17,73,24,0,62,21,38,138,4.139723,4.211316,4.151848,4.246536,4.319284,866
Spoetzl Brewery Shiner Holiday Cheer,Shiner Holiday Cheer,Spoetzl Brewery,Wheat Beer,Dunkelweizen,5.4,10,15,10,30,8,17,57,13,0,77,24,3,69,3.577236,3.668699,3.406504,3.398374,3.463415,246
Spaten-Franziskaner-Bräu Franziskaner Hefe-Weisse Dunkel,Franziskaner Hefe-Weisse Dunkel,Spaten-Franziskaner-Bräu,Wheat Beer,Dunkelweizen,5.0,10,15,14,48,15,14,61,20,1,51,9,39,92,3.741633,3.942436,3.74498,3.807229,3.923025,747
Erdinger Weissbräu Erdinger Weissbier Dunkel,Erdinger Weissbier Dunkel,Erdinger Weissbräu,Wheat Beer,Dunkelweizen,5.3,10,15,10,49,7,21,40,10,1,23,22,15,95,3.518587,3.934015,3.658922,3.637546,3.795539,538
Boston Beer Company (Samuel Adams) Samuel Adams Dunkelweizen,Samuel Adams DunkelweizenBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Wheat Beer,Dunkelweizen,5.1,10,15,23,50,11,15,51,27,0,68,20,74,88,3.646739,3.630435,3.530797,3.585145,3.684783,276
